ID,Timestamp (DD/MM/YY H:M:S),Tweet URL,Group,Collector,Category,Topic,Keywords,Account Handle,Account Name,Account Bio,Account Type,Joined (MM/YYYY),Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date Posted (DD/MM/YY H:M:S),Screenshot,Content Type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,"No. of Days since Philippines Joined the COVAX Facility (Jul 24, 2020)","No. of Days since FDA Approved the First COVID-19 Vaccine (Dec 11, 2020)","No. of Days since Arrival of First Batch of COVID-19 Vaccine Doses Committed by the COVAX Facility (Mar 04, 2021)","No. of Days since First Detected Cases of Omicron Variant in the Philippines (Aug 02, 2022)",Mentioned or Referenced COVID-19 Vaccine Brand,Mentioned or Referenced Other Vaccine/Drugs,Peddled Medical Adverse Side Effect,Distrust in Vaccine Development,"Racial, Religious, Cultural, Economic, or Socio-Political Keywords",Oppressive Keywords,Reviewer,Review
27-73,03/04/2023 3:32:27,https://twitter.com/dzbb/status/1439152845039681539?s=61&t=Ad-n9AJl8FRRzpQWu4ILbQ,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID vaccine, di totoo",@dzbb,DZBB Super Radyo,"The official Twitter account of Super Radyo DZBB 594 kHz, the flagship AM
radio station of GMA Network. Inc.",Media,01/2023,947,257.5K,Philippines,"Panawagan ng grupo, itigil na ang pagsusuot ng facemask, lockdown at pagbabakuna kontra COVID-19 dahil wala umanong COVID-19. ","The group's appeal is to stop wearing facemasks, lockdown and vaccination against COVID-19 because there is no such thing as COVID-19.",Video,18/09/2021 17:02:00,,Transactional,6984,1516,458,27500,,NEED CONTEXT,"The tweet needs context because it is spreading misinformation about the existence of COVID-19 and encouraging people to disregard safety measures that have been put in place to prevent the spread of the virus. This can lead to people becoming infected and potentially spreading the virus to others. 

[https://www.reuters.com/article/uk-factcheck-covid19-denial/fact-check-covid-19-is-real-and-has-killed-millions-idUSKBN27Y2JN]","Transcript in the video stated: itigil ang mandatory vaccine, we want our freedom back. walang isolation ang SARS-CoV-2 kaya walang COVID-19. Bilang isang kabataan dapat alam natin kung ano yung karapatan natin, huwag niyong isulong ang vaccine na nakakamatay sa madaming tao. ang dami dami ng namamatay…",421,281,198,-318,None,None,"INEFFICIENCY, DEATH",YES; Vaccine Content,None,None,,
27-74,03/04/2023 03:34:47,https://twitter.com/TumangPinas/status/1288447188264132610,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna, china",@TumangPinas,"Tumang, ‘Pinas!",Personal Blog. Personal Opinion. Hindi Dilaw. Hindi Pula. Kulay Pilipino. Every opinion is mine and only mine. #LeniRobredo2022 #LetLeniLead,Media,03/2020,278,194,Republic of the Philippines,"@ABSCBNNews Bakuna kontra Covid? O bakunang maglulugmok lalo sa Pilipinas? China made, patay tayo dyan.","@ABSCBNNews Vaccine against Covid? Or will the vaccine make the Philippines sink more? China made, we will get killed. ",Reply,29/07/2020 20:12:02,,Emotional,11,0,0,,,INACCURATE,"This tweet is inaccurate and unfounded. The safety and efficacy of vaccines are thoroughly tested and regulated by health authorities before they are approved for public use. The vaccine's country of origin does not determine its effectiveness or safety. 

[https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON146]",,5,-135,-218,-734,None,None,"INEFFICIENCY, DEATH",YES; Vaccine Distribution,China,None,,
27-75,03/04/2023 03:34:47,https://twitter.com/PSuaresu/status/1355606947974631425,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna, pfizer",@PSuaresu,Poru Suaresu,trying twitter,Anonymous,06/2020,431,63,Philippines,"@TiyongGo @Audrey39602141 @MacLen315 UNA, PFIZER GUSTO NIYO NA BAKUNA! AT DAHIL MARAMING NAMAMATAY SA PFIZER, KAHIT IKAW AYAW MO NA! NAGPATUROK NA YAN SIYA YUNG MADE IN CHINA NA BAKUNA! IKAW KAILAN KA PAPATUROK NG PFIZER? SA PWET MO RIN BAKLA! WAG LANG TITI IPASOK JAN, MED NG PFIZER PARA WALA KA NG COVID PATAY KA PA","@TiyongGo @Audrey39602141 @MacLen315 FIRST, PFIZER IS THE VACCINE THAT YOU WANT! AND BECAUSE MANY DIE FROM PFIZER, EVEN YOU DON'T WANT IT ANYMORE! HE HAD BEEN INJECTED WITH THE VACCINE THAT WAS MADE IN CHINA! HOW ABOUT YOU WHEN WILL YOU GET INJECTED WITH PFIZER? IN YOUR ASS TOO GAY! JUST DON’T LET THE COCK IN, IT SHOULD BE THE MEDICINE OF PFIZER SO YOU DON'T GET COVID AND YOU ARE STILL DEAD",Reply,31/01/2021 04:00:57,,Rational,1,1,0,,,NEED CONTEXT,"This tweet is spreading misinformation about the Pfizer vaccine and making homophobic remarks. It is important to note that Pfizer is a safe and effective vaccine, and there is no evidence to suggest that many people are dying from it. Additionally, the homophobic language used in the tweet is unacceptable and harmful. 

Context: Pfizer vaccine safety and efficacy

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines/Pfizer-BioNTech.html]

Context: Harmful effects of homophobic language

[https://www.apa.org/pi/lgbt/resources/language]",,191,51,-32,-548,Pfizer,None,"INEFFICIENCY, DEATH",YES; Vaccine Distribution,China,"Titi, Pwet, Bakla",,
27-76,03/04/2023 03:34:47,https://twitter.com/Maria15002/status/1426457976798277633,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna, patay ",@Maria15002,Maria,None,Anonymous,01/2018,785,414,Philippines,@k_aletha Ang usapin Ngayon @DrTonyLeachon  bakit ngayong my bakuna na bt mas marami ang my covid? Bakit Sabi nyo mahawa man pg my bakuna Hindi malala bakit myroon nasaksakan na kritikal ng mgkaroon ng covid tas myroon kinabukasn Patay. Halos my bakuna ang my mga covid Ngayon?,"@k_aletha The question Now @DrTonyLeachon why now that there is vaccine, more people got covid? Why did you say that if someone got infected but had been vaccinated, the effect will not be that bad, why are there people who have been in critically condition when they got covid, and they become dead next day. Almost a lot of those who are vaccinated have covid now?",Reply,14/08/2021 16:17:38,,Rational,0,0,0,,,INACCURATE,"The claim that ""almost a lot of those who are vaccinated have COVID now"" is inaccurate. According to the Centers for Disease Control and Prevention (CDC), breakthrough infections (infections in fully vaccinated individuals) are rare and the majority of those who do get infected have mild or no symptoms. The CDC also states that the vaccines are highly effective at preventing severe illness, hospitalization, and death from COVID-19. 

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/keythingstoknow.html]",,386,246,163,-353,None,None,"INEFFICIENCY, DEATH",YES; Vaccine Content,None,None,,
27-77,03/04/2023 03:34:47,https://twitter.com/chimchim13_chim/status/1433033486990917632,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, namatay",@chimchim13_chim,chim_aus #밀뉴,Click here for my Completed and On Going AUs twitter.com/chimchim13_chi…,Anonymous,04/2020,108,192,Philippines,@youngjellybean_ Hindi nga tayo patay sa Covid namatay naman tayo sa Overdose kakaulit sa Bakuna hahahaha,@youngjellybean_ We didn't die from Covid but we died from an Overdose by repeating the vaccine rather than covid itself hahahaha,Reply,01/09/2021 19:46:22,,Emotional,0,1,0,,,FALSE,"This tweet is FALSE. There is no evidence to suggest that repeating the COVID-19 vaccine causes an overdose or death. In fact, getting the recommended doses of the vaccine is crucial for building immunity against the virus. 

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/faq.html]",,404,264,181,-335,None,None,DEATH (via overdose),YES; Other Conspiracy,None,None,,
27-78,03/04/2023 03:34:47,https://twitter.com/seenerez/status/1446057100866584579,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID,  dose",@seenerez,Kier,Keep on walking nonetheless.,Identified,12/2020,179,74,"Isulan, SOCCSKSARGEN","Me: Pa pa sched na bakuna dira. Sil Tita nag pa bakuna na gani tung nangligad.
Papa: Pigado ng bakuna, may ara di tapos niya 2nd dose napatay, gin charge dayon nila sa COVID.
M: Bala patay na sa bakuna kaysa sa COVID eh, te tani ubos na di patay ya mga nabakunahan.","""Me: Vaccination is still scheduled there. Tita has even been vaccinated since last time.
Dad: The vaccine was packed, someone died after his 2nd dose, they immediately charged him with COVID.
M: I'm sure the vaccine is more deadly than the COVID.
",Text,07/10/2021 18:17:33,,Rational,0,1,0,,,NEED CONTEXT,"The conversation about vaccination and COVID-19 needs context because it contains misinformation about the safety and efficacy of vaccines. The claim that the vaccine is more deadly than COVID-19 is not supported by scientific evidence. In fact, vaccines have been proven to be safe and effective in preventing COVID-19 and reducing the severity of the disease. Misinformation like this can lead to vaccine hesitancy and undermine efforts to control the pandemic.

[https://www.who.int/emergencies/disease-outbreak-news/item/2021-DON279]",,440,300,217,-299,None,None,DEATH,YES; Vaccine Content,None,None,,
27-79,03/04/2023 03:34:47,https://twitter.com/TIRSOPAGLICAWAN/status/1491572939212222466,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","patay, effective, bakuna",@TIRSOPAGLICAWAN,TIRSO PAGLICAWAN JR.,"BSCEgrad,paralegal/journalist;COCOFED, DepEd,CSC,PHLpost scholar;Jurymovement chair;DILGNapolcomPressClub VPprint;editor,The Market Monitor;OFW welfare advocate",Identified,02/2013,73,26,Philippines,"Nmtay snhi ng tglay n skit d dahil s vx effect-@Irwin Zuproc. SAFE, EFFECTIVE PERO DALAGITA PATAY S BAKUNA
m.facebook.com/groups/6279911… s sabi n DOH SEC DUQUE
PAO chief Acosta's stunt: 160th Dengvaxia 'victim' dies
manilastandard.net/mobile/article…
NO TO FORCED COVID VXN
change.org/p/philippine-h…","People die quickly because of the vx effect-@Irwin Zuproc. SAFE, EFFECTIVE BUT DEADLY VACCINES
m.facebook.com/groups/6279911... s known as DOH SEC DUKE
PAO chief Acosta's stunt: Dengvaxia's 160th 'victim' dies
manilastandard.net/mobile/article...
NOT TO FORCED COVID VXN
change.org/p/philippine-h.",Text,10/02/2022 08:41:15,,Emotional,0,0,0,,,NEED CONTEXT,"The tweet needs context because it mentions the safety and effectiveness of vaccines, but also mentions the deadly effects of the VX (presumably referring to the Dengvaxia controversy in the Philippines). It also advocates against forced COVID vaccination. 

Here is an online source that provides more information on the controversy surrounding the Dengvaxia vaccine:

[https://www.rappler.com/newsbreak/iq/191775-fast-facts-what-you-need-to-know-dengvaxia-controversy]",,566,426,343,-173,None,None,DEATH,YES; Vaccine Content,None,None,,
27-80,03/04/2023 11:01:37,https://twitter.com/frank_mangubat/status/1352791729062113281,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","bakuna, vaccine, lason",@frank_mangubat,Frank Mangubat,"tryin to survive 

dx June 30, 2022 , TLD",Identified,01/2018,88,74,Philippines,@ABSCBNNews @ANCALERTS Wag na kayo mag pa bakuna at lason yang vaccine na yna,@ABSCBNNews @ancalerts don't even have a vaccine and poison yang vaccine yna,Reply,23/01/2021 09:34:16,,Rational,0,0,0,0,,FALSE,"There is no evidence that vaccines are poisonous. This claim is false.

[https://www.who.int/emergencies/ten-threats-to-global-health-in-2019]",,183,43,-40,-556,None,None,POISONOUS,YES; Vaccine Content,ABS CBN,None,,
27-81,03/04/2023 11:01:37,https://twitter.com/jmdelros/status/1361677438766391297,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccine, poisonous",@jmdelros,j.mari ᜇᜒᜎ᜔ ᜇᜓᜐᜇᜒᜂ,"labanan natin ang pagka-manhid🤷🏽‍♂️...tama naman si VP🇵🇭:""Hindi naman tayo ganyan eh🤦🏻‍♀️..Hindi tayo ganito"".",Identified,02/2014,604,99,Philippines,"@hiram_ryu VP Leni, huwag na huwag ka magtitiwala sa bakuna na ibibigay nila sa iyo; siguradong may lason iyan!","@hiram_ryu VP Leni, don't even trust the vaccine they will give you; That's definitely poisonous!",Reply,16/02/2021 22:02:54,,Rational,2,0,0,0,,NEED CONTEXT,"VP Leni, don't even trust the vaccine they will give you; That's definitely poisonous!

This tweet needs context because it spreads misinformation and baseless claims about the safety of vaccines. Vaccines undergo rigorous testing and clinical trials before they are approved for public use. The claim that vaccines are poisonous is not supported by scientific evidence.

[https://www.who.int/news-room/q-a-detail/vaccines-and-immunization-myths-and-misconceptions]",,207,67,-16,-532,None,None,POISONOUS,YES; Vaccine Content,Leni Robredo,None,,
27-82,03/04/2023 11:33:24,https://twitter.com/taaamipadilla/status/1288816541488705536,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccine, fake",@taaamipadilla,tamtam~^^,None,Anonymous,07/2020,47,6,Philippines,"@inquirerdotnet @DJEsguerraINQ China were asked about COVID-19 when it was starting out, but they lied. What makes you think that they wouldn’t lie again about their so called vaccine? FUNNY. Peke naman lahat sa kanila, damit nga hindi nila magawa ng maayos, vaccine pa kaya.","@inquiredotnet @djesguerrainq china were asked about covid-19 when it was starting out, but they lied. What makes you think that they don't lie again about their so called vaccine? Funny. All of them are fake, they can't do well, vaccine yet.",Reply,30/07/2020 20:39:43,,Emotional,0,1,0,0,,UNPROVEN,"There is no concrete evidence to support the claim that all vaccines from China are fake. Therefore, the tweet is unproven. 

[https://www.reuters.com/article/uk-factcheck-china-vaccine/fact-check-chinese-covid-19-vaccines-are-not-fake-idUSKBN2A92JN]",,6,-134,-217,-733,None,None,INEFFICIENCY,YES; Vaccine Content,China,None,,
27-83,03/04/2023 11:33:24,https://twitter.com/riaquinoo/status/1291030001404375042,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccine, fake",@riaquinoo,riaaaaa,kay Jaebom lang,Anonymous,07/2020,48,7,Philippines,"@JDzxl Sobrang taas nga ng possibility na sinadya nila ang COVID 19, syempre may kakayahan din silang gawing peke ang vaccine at PPEs nila. #LayasChina","@Jdzxl so highly possibilities that they intended Covid 19, of course they also have the ability to make their vaccine and ppes fake. #Layaschina",Reply,05/08/2020 23:15:13,,Transactional,0,0,0,0,,NEED CONTEXT,"There is no evidence to support the claim that China intended to create Covid-19 or that they are producing fake vaccines and PPEs. This tweet is spreading misinformation and needs context to clarify the lack of evidence supporting these claims.

[https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON-01-03]",,12,-128,-211,-727,None,None,INEFFICIENCY,YES; Vaccine Trials,China,Layas China,,
27-84,03/04/2023 11:33:24,https://twitter.com/eddiezon_mhark/status/1412641114390024195,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","Covid, vaccine, fake",@eddiezon_mhark,Tots,Totsyan,Identified,06/2021,66,0,Philippines,"lahat talaga dito sa china peke e may kakilala ako dito sa amin nagpaturok ng sinovac kaso nagka sakit paden ng covid . ano walang bisa yang vaccine nyo.

twitter.com/inquirerdotnet…","Everything here in China is fake e I know here with us who packed the Sinovac case with a Covid disease. What a vaccine that is.

twitter.com/inquiredotnet…",Text,07/07/2021 13:14:21,,Rational,0,0,0,0,,NEED CONTEXT,"The claim that everything in China is fake and that the Sinovac vaccine is packed with Covid disease needs context. 

[https://www.reuters.com/article/uk-factcheck-china-fake-idUSKBN2BQ1JN]",,348,208,125,-391,Sinovac/CoronaVac,None,INEFFICIENCY,YES; Vaccine Distribution,China,None,,
27-85,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-86,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-87,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-88,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-89,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-90,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-91,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-92,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-93,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-94,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-95,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-96,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-97,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-98,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-99,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-100,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-101,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-102,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-103,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-104,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-105,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-106,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-107,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-108,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-109,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-110,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-111,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-112,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-113,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-114,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-115,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-116,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-117,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-118,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-119,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-120,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-121,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-122,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-123,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-124,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-125,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-126,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-127,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-128,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-129,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-130,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-131,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-132,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-133,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-134,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-135,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-136,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-137,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-138,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-139,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-140,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-141,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-142,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-143,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-144,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-145,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-146,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-147,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-148,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-149,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-150,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-151,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-152,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-153,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-154,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-155,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
27-156,,,27,,HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",,,,,,,,,,,,,,,,,,,,,,,,-44036,-44176,-44259,-44775,,,,,,,,
